02;Datetime;GPUtemperature;GPUusage;FBusage;Memoryusage;Coreclock;Memoryclock;Power;CPUtemperature;CPUusage;CPUclock;RAMusage;Framerate;Frametime;FramerateMin;FramerateAvg;FramerateMax;Framerate1%Low;Fanspeed2;Fantachometer2
80;24-02-202310:32:49;62.000;99.000;36.000;7147.465;1912.000;7500.999;166.285;49.000;36.484;4299.999;8229.000;53.200;19.897;0.100;43.400;2673.700;0.200;30.000;1203.000
80;24-02-202310:32:50;62.000;99.000;36.000;7147.465;1905.000;7500.999;164.866;54.000;35.938;4299.999;8385.000;53.200;19.976;0.100;43.400;2673.700;0.200;30.000;1202.000
80;24-02-202310:32:51;62.000;99.000;36.000;7147.465;1905.000;7500.999;165.357;52.000;37.972;4299.999;8408.000;52.500;20.456;0.100;43.400;2673.700;0.200;30.000;1202.000
80;24-02-202310:32:52;62.000;99.000;35.000;7147.465;1912.000;7500.999;165.083;50.000;38.802;4299.999;8415.000;51.500;20.862;0.100;43.400;2673.700;0.200;30.000;1202.000
80;24-02-202310:32:53;62.000;99.000;36.000;7147.465;1912.000;7500.999;164.518;52.000;36.979;4299.998;8418.000;50.300;22.822;0.100;43.400;2673.700;0.200;31.000;1205.000
80;24-02-202310:32:54;62.000;99.000;37.000;7147.465;1905.000;7500.999;166.086;51.000;39.130;4299.998;8577.000;49.100;21.832;0.100;43.400;2673.700;0.200;31.000;1203.000
80;24-02-202310:32:55;62.000;99.000;35.000;7147.465;1912.000;7500.999;163.592;50.000;39.063;4300.000;8583.000;49.100;21.938;0.100;43.400;2673.700;0.200;31.000;1202.000
80;24-02-202310:32:56;62.000;99.000;34.000;7147.465;1912.000;7500.999;162.170;51.000;43.098;4300.000;8579.000;49.100;21.772;0.100;43.400;2673.700;0.200;32.000;1210.000
80;24-02-202310:32:57;62.000;99.000;35.000;7147.465;1912.000;7500.999;163.036;50.000;37.760;4300.000;8557.000;50.400;20.963;0.100;43.400;2673.700;0.200;32.000;1220.000
80;24-02-202310:32:58;62.000;99.000;34.000;7147.465;1912.000;7500.999;163.751;49.000;37.542;4299.999;8705.000;51.200;20.760;0.100;43.400;2673.700;0.200;32.000;1232.000
